ImageNumber,Image_FileName_OrigER,Image_FileName_OrigHoechst,Image_FileName_OrigMito,Image_FileName_OrigPh_golgi,Image_FileName_OrigSyto,Image_Metadata_ASSAY_WELL_ROLE,Image_Metadata_BROAD_ID,Image_Metadata_CPD_MMOL_CONC,Image_Metadata_CPD_PLATE_MAP_NAME,Image_Metadata_CPD_SMILES,Image_Metadata_CPD_WELL_POSITION,Image_Metadata_PlateID,Image_Metadata_SOURCE_COMPOUND_NAME,Image_Metadata_SOURCE_NAME,Image_Metadata_Site,Image_Metadata_Time,Image_PathName_OrigER,Image_PathName_OrigHoechst,Image_PathName_OrigMito,Image_PathName_OrigPh_golgi,Image_PathName_OrigSyto
609,IXMtest_C20_s6_w2514204EF-8A57-483D-8051-638364E1CA14.tif,IXMtest_C20_s6_w1CAA80C81-D0ED-47B0-927F-F9E4F9637D0A.tif,IXMtest_C20_s6_w5D239DFF9-68D4-44CA-A02A-D07BF01FF5FE.tif,IXMtest_C20_s6_w44FECC00C-BE9B-46CC-AF22-D1E6B97D0B33.tif,IXMtest_C20_s6_w3701068E2-E0D7-4609-B679-5D08991C80D5.tif,compound,BRD-K74186897-001-02-5,5.256472215,H-BIOA-002-1,O=c1cccc2[C@H]3CNC[C@H](C3)Cn21,C20,20585,Cytisine (-),Prestwick Chemical Inc.,6,1.26755E+12,20585/,20585/,20585/,20585/,20585/
610,IXMtest_C20_s7_w21D441A3B-972E-46DD-A251-F17613E1569F.tif,IXMtest_C20_s7_w1AC684F97-B33B-434D-85D2-482ED49DB2BF.tif,IXMtest_C20_s7_w510718943-2B9A-4AFB-A242-9C42002E717D.tif,IXMtest_C20_s7_w437A270DA-534E-498B-888F-315137F47A72.tif,IXMtest_C20_s7_w329D03D15-7E46-4022-895A-7EE6B10DC132.tif,compound,BRD-K74186897-001-02-5,5.256472215,H-BIOA-002-1,O=c1cccc2[C@H]3CNC[C@H](C3)Cn21,C20,20585,Cytisine (-),Prestwick Chemical Inc.,7,1.26755E+12,20585/,20585/,20585/,20585/,20585/
611,IXMtest_C20_s8_w29036A2C0-461E-4594-A114-25F71932721A.tif,IXMtest_C20_s8_w101E31E35-AE7B-4CE4-A87E-84AE9F65ED94.tif,IXMtest_C20_s8_w5681DAED1-7183-40F8-8C53-155079E3CBB5.tif,IXMtest_C20_s8_w48E60BCA7-7E01-4142-97DA-F13CF1DA9176.tif,IXMtest_C20_s8_w32DEF5D83-C44B-4C57-9C6D-E4512840036D.tif,compound,BRD-K74186897-001-02-5,5.256472215,H-BIOA-002-1,O=c1cccc2[C@H]3CNC[C@H](C3)Cn21,C20,20585,Cytisine (-),Prestwick Chemical Inc.,8,1.26755E+12,20585/,20585/,20585/,20585/,20585/
612,IXMtest_C20_s9_w25F10A05E-19AF-4FF6-9D8A-A7AA18A471ED.tif,IXMtest_C20_s9_w190E4DD7C-F946-47DC-9096-61DD10FA6371.tif,IXMtest_C20_s9_w5AAE5B41A-8BB4-4D41-AF8C-001D9192CC1F.tif,IXMtest_C20_s9_w40DB1A550-1451-4C1D-88C7-24A7FAC028FE.tif,IXMtest_C20_s9_w3C2DF5A90-C462-4BF6-94C4-8BB522B18330.tif,compound,BRD-K74186897-001-02-5,5.256472215,H-BIOA-002-1,O=c1cccc2[C@H]3CNC[C@H](C3)Cn21,C20,20585,Cytisine (-),Prestwick Chemical Inc.,9,1.26755E+12,20585/,20585/,20585/,20585/,20585/
613,IXMtest_C21_s1_w22BF94815-9C3E-4E23-9119-373D394FA5C9.tif,IXMtest_C21_s1_w16524F3C2-15E8-4B7C-81F9-CFC768E0D785.tif,IXMtest_C21_s1_w513C514D5-D057-4626-85BC-3340F767F1F2.tif,IXMtest_C21_s1_w499B181A6-AD47-4784-8A0F-CF59C9C5B483.tif,IXMtest_C21_s1_w3A05025C4-BB77-468C-BE2B-C05FC5C05AFE.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,1,1.26756E+12,20585/,20585/,20585/,20585/,20585/
614,IXMtest_C21_s2_w2879C3C78-61E6-4CE9-AE6E-9E5681465CFB.tif,IXMtest_C21_s2_w16E10CD02-B290-40A3-9FDB-66EEB5FAC80F.tif,IXMtest_C21_s2_w59C8CC083-F427-4905-A2BD-0B564B58EB6B.tif,IXMtest_C21_s2_w4019F9501-4ACA-4343-A6F3-399CB9B6710C.tif,IXMtest_C21_s2_w30FB220DD-2485-44E8-A4C0-645DC127E9B3.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,2,1.26756E+12,20585/,20585/,20585/,20585/,20585/
615,IXMtest_C21_s3_w20BD59F6A-E8B4-44CD-B523-A41E397B97DE.tif,IXMtest_C21_s3_w1B758C48D-1DC4-41B7-8525-CB19D65137A6.tif,IXMtest_C21_s3_w55E50CB97-B691-4D6C-B7F9-D19901FDB37F.tif,IXMtest_C21_s3_w46923C0FD-11D5-4C99-81F5-97C9E37EFE5B.tif,IXMtest_C21_s3_w3CBCF15D8-C76A-49EC-8631-3431584E5DD0.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,3,1.26756E+12,20585/,20585/,20585/,20585/,20585/
616,IXMtest_C21_s4_w29212CAE9-0ACC-40A8-8499-2F7601788A15.tif,IXMtest_C21_s4_w1835B8F1B-12C1-45F0-B245-1A9A4B2B3C84.tif,IXMtest_C21_s4_w51E5CE844-E34E-44A5-91DF-A28FC9D0D3CA.tif,IXMtest_C21_s4_w4C719463F-91DB-4A86-ACB7-218AE06242C3.tif,IXMtest_C21_s4_w357D4659E-D943-4285-832E-6C334A6739E0.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,4,1.26756E+12,20585/,20585/,20585/,20585/,20585/
617,IXMtest_C21_s5_w20CFEF3AA-201C-47DE-B3D5-34B735F6FB02.tif,IXMtest_C21_s5_w1211C774C-5A57-4B69-9C6A-E21ADFA1C9F9.tif,IXMtest_C21_s5_w5E78A596B-FF63-474D-96E9-88FA0FA7E033.tif,IXMtest_C21_s5_w41A0ED787-583C-46E6-AAFA-CC7187CC9111.tif,IXMtest_C21_s5_w3A755CA79-C052-4411-9D2F-D72ED9C2281C.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,5,1.26756E+12,20585/,20585/,20585/,20585/,20585/
618,IXMtest_C21_s6_w268CB412A-2BF1-4AFD-A62C-0BAEAE4C9FF1.tif,IXMtest_C21_s6_w1C66CC7D8-B3C7-464E-AB5A-2E466C8BD971.tif,IXMtest_C21_s6_w55F62F3DF-7E55-4CB8-A563-752A2CF3EE84.tif,IXMtest_C21_s6_w42B472F54-1726-48D2-9ADA-CD576570D471.tif,IXMtest_C21_s6_w331601B7E-C740-48DB-AC85-6A1401AE5196.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,6,1.26756E+12,20585/,20585/,20585/,20585/,20585/
619,IXMtest_C21_s7_w2D28B83EA-9120-4148-8A46-D320E2F3FBD8.tif,IXMtest_C21_s7_w1969581C3-845B-467F-ADAC-34D3629B022A.tif,IXMtest_C21_s7_w5C6035CB8-234B-4950-B45D-4EF63686438C.tif,IXMtest_C21_s7_w4211E4D60-B538-447E-A76A-DE4423AA6437.tif,IXMtest_C21_s7_w3A969B99F-04F5-4EF8-A7EC-C2825623FFE5.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,7,1.26756E+12,20585/,20585/,20585/,20585/,20585/
620,IXMtest_C21_s8_w29A176C42-3527-4EE8-A768-E296FAEBA3A0.tif,IXMtest_C21_s8_w1C42703A9-1D37-4516-B723-A02E073F627A.tif,IXMtest_C21_s8_w5565385B8-B9ED-4E02-9E29-7C7B1BE4591C.tif,IXMtest_C21_s8_w471DEA1B6-60D4-447D-80DF-7F36EF869B3C.tif,IXMtest_C21_s8_w34561C37D-C160-437D-AC15-8F2CE67F5DDC.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,8,1.26756E+12,20585/,20585/,20585/,20585/,20585/
621,IXMtest_C21_s9_w2C5C36023-C08A-4EB1-9737-2C5C9AC26C2D.tif,IXMtest_C21_s9_w159FE174F-D255-42F6-B77D-7C0808144D4E.tif,IXMtest_C21_s9_w5F95AB7A8-E5FE-4981-B2B4-40F19491F64B.tif,IXMtest_C21_s9_w4B0154407-754C-4F66-9FEB-4BA256ABC94E.tif,IXMtest_C21_s9_w3DA0C6741-A932-4A76-B7FE-C1BBB392146B.tif,compound,BRD-K87904882-001-02-3,7.176238544,H-BIOA-002-1,COc1ccc2c(c[n+](C)c3c2ccc4cc5OCOc5cc43)c1OC,C21,20585,chelerythrine,Biomol International Inc.,9,1.26756E+12,20585/,20585/,20585/,20585/,20585/
622,IXMtest_C22_s1_w22A250F51-4459-4740-9926-195D8CB91183.tif,IXMtest_C22_s1_w1E53FB542-DD40-4EE9-A039-0557156D4E2B.tif,IXMtest_C22_s1_w504EB794B-8514-4881-8B7F-E08062C51691.tif,IXMtest_C22_s1_w47ABDCB11-4538-4476-A4E9-5349459778FE.tif,IXMtest_C22_s1_w3DDD9811A-F2F9-4008-9327-83B79A1ACD35.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,1,1.26756E+12,20585/,20585/,20585/,20585/,20585/
623,IXMtest_C22_s2_w2D29A66CE-8258-466F-AEBC-0D07928FDD46.tif,IXMtest_C22_s2_w18528ED04-3E1A-4131-8D6E-FD69231E6726.tif,IXMtest_C22_s2_w5BAACD1FC-6927-4370-9346-DA4CF09270D0.tif,IXMtest_C22_s2_w4CCDAA9FE-8BB7-4876-AC27-B5AE1D6C2490.tif,IXMtest_C22_s2_w3F0BDC927-DC36-4317-A34F-E7DDA6275A6A.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,2,1.26756E+12,20585/,20585/,20585/,20585/,20585/
624,IXMtest_C22_s3_w218CD25D4-2294-4F0E-B95D-D061C7D34C1D.tif,IXMtest_C22_s3_w181673B8C-6E87-466D-AACF-02785A88DAC6.tif,IXMtest_C22_s3_w56059FCD2-5563-46DF-9CE8-E480CC411CC1.tif,IXMtest_C22_s3_w434E72EAB-41FD-4133-8860-846A71346BE6.tif,IXMtest_C22_s3_w376DA95C7-5E4D-4312-960D-6C4930B4BAD6.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,3,1.26756E+12,20585/,20585/,20585/,20585/,20585/
625,IXMtest_C22_s4_w2701BE9A9-30E7-422B-8520-8CD980B8A775.tif,IXMtest_C22_s4_w14889A7FA-B268-447C-AE70-F05D022B62A6.tif,IXMtest_C22_s4_w58282C7D0-CB98-4F97-8A9C-1B57BDE88E27.tif,IXMtest_C22_s4_w48BF640F3-1FA4-48DD-BE5D-DB6BD20B2746.tif,IXMtest_C22_s4_w3AD2BD6D1-EA8F-4BA2-AB60-1B51FFCC0EDC.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,4,1.26756E+12,20585/,20585/,20585/,20585/,20585/
626,IXMtest_C22_s5_w2C037B372-F9D3-43F0-AA2C-0C44FE08F974.tif,IXMtest_C22_s5_w1253F6630-F4CE-4E40-B73E-AA515B7CBFE6.tif,IXMtest_C22_s5_w5437A5581-CF13-4351-B4B1-40AD1356EE49.tif,IXMtest_C22_s5_w446008969-3C12-4064-B4D9-3891A7E6A1AC.tif,IXMtest_C22_s5_w336B16A39-8B50-45F0-80C5-FE841729D09C.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,5,1.26756E+12,20585/,20585/,20585/,20585/,20585/
627,IXMtest_C22_s6_w24B1A504A-C7F8-49D0-B80B-9155362A9585.tif,IXMtest_C22_s6_w1E0A8F0E0-FD78-40C4-A7EE-6432834EA3F6.tif,IXMtest_C22_s6_w52FCE547D-405E-4E3D-971F-1A0987C8EC21.tif,IXMtest_C22_s6_w496FDD411-8B3C-41DB-B885-B70B39260788.tif,IXMtest_C22_s6_w3DA6CF611-262D-4DF8-93DF-E859B7D1CEDF.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,6,1.26756E+12,20585/,20585/,20585/,20585/,20585/
628,IXMtest_C22_s7_w2C80E4EDC-D825-4118-B8D3-DD94B06F879B.tif,IXMtest_C22_s7_w17FA361B9-5A80-4E70-91D6-6D3EA7F74122.tif,IXMtest_C22_s7_w5FBBFEA80-3978-479F-917B-6B455AA04275.tif,IXMtest_C22_s7_w414DC0AF9-DE33-4D9D-9224-4B42EEC82C63.tif,IXMtest_C22_s7_w314B673C7-1C6F-4B5E-BC37-B15CE9331194.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,7,1.26756E+12,20585/,20585/,20585/,20585/,20585/
629,IXMtest_C22_s8_w22B8E45AA-2F9B-469A-81A2-FC620CF3B18F.tif,IXMtest_C22_s8_w14B08448A-AA43-4D32-9669-90AE1D02D8D7.tif,IXMtest_C22_s8_w5873E7D44-B470-416C-B473-FF2E63C86B8C.tif,IXMtest_C22_s8_w4F0020C66-E875-411F-B8CB-093CBB6BC11D.tif,IXMtest_C22_s8_w37528D1D7-950D-490F-B334-4503D8537B6E.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,8,1.26756E+12,20585/,20585/,20585/,20585/,20585/
630,IXMtest_C22_s9_w29C28EE13-4A4D-4A7B-8380-CE29F3BE9DDB.tif,IXMtest_C22_s9_w1B425D073-8AA9-4E80-B216-232F5A52BA7C.tif,IXMtest_C22_s9_w5564C9116-93E3-4EE6-AE89-3487E706A3C9.tif,IXMtest_C22_s9_w44B52AE1A-80E6-4E35-9526-3EDE9DCC446F.tif,IXMtest_C22_s9_w3B022007E-9708-4785-8070-AE56FA8A78EA.tif,compound,BRD-K12630395-003-03-8,4.572847147,H-BIOA-002-1,Cc1nccc2c3ccccc3[nH]c12,C22,20585,Harmane hydrochloride,Prestwick Chemical Inc.,9,1.26756E+12,20585/,20585/,20585/,20585/,20585/
631,IXMtest_C23_s1_w22B42FAE4-7BF1-4125-8E5F-682CD7121FFF.tif,IXMtest_C23_s1_w172B9AD15-2C9D-4AED-8A08-12F8800E7078.tif,IXMtest_C23_s1_w5E76BBDDB-4904-4BF9-905F-FA20A3DD5E1F.tif,IXMtest_C23_s1_w4EF98E555-0020-4417-870D-949215406E63.tif,IXMtest_C23_s1_w3D2FFF62F-7CB4-44CD-AC6F-217923E3366D.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,1,1.26756E+12,20585/,20585/,20585/,20585/,20585/
632,IXMtest_C23_s2_w2EB5F199B-11EF-4337-9C21-08B183A095BE.tif,IXMtest_C23_s2_w160533204-1D98-4856-86A1-D40E9EC5D825.tif,IXMtest_C23_s2_w5526A68AF-6070-4A40-BFD8-36F2B37A3C5A.tif,IXMtest_C23_s2_w4592E66F1-68A8-4B85-ADC0-C6A5F355119C.tif,IXMtest_C23_s2_w3C1E7433F-1E5A-4F6D-923E-E484364D7FA9.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,2,1.26756E+12,20585/,20585/,20585/,20585/,20585/
633,IXMtest_C23_s3_w22C71B8DC-498B-405E-AB8D-B6F632A579AD.tif,IXMtest_C23_s3_w1AF3BBA36-B7F4-4F69-B8AC-FDA33F3F4EB9.tif,IXMtest_C23_s3_w51F4332A0-769D-45A4-B2A4-38067A4EE1BA.tif,IXMtest_C23_s3_w42B19418A-47D2-4E3F-953C-5449EF9F0A5F.tif,IXMtest_C23_s3_w36FA1D5CE-BCEC-491A-B9E3-5EC62699AB52.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,3,1.26756E+12,20585/,20585/,20585/,20585/,20585/
634,IXMtest_C23_s4_w2CFAB1936-59DF-499D-B16E-357E148AD01D.tif,IXMtest_C23_s4_w1306CDB14-3781-4A1A-8A21-9865CAA438E7.tif,IXMtest_C23_s4_w595FF206D-BB41-479A-B2FB-7DB75082ADCD.tif,IXMtest_C23_s4_w465116383-0881-4990-9F3A-71F2DDD4415A.tif,IXMtest_C23_s4_w319B3B223-2F0D-41A6-A5EE-8E20A6EADC2F.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,4,1.26756E+12,20585/,20585/,20585/,20585/,20585/
635,IXMtest_C23_s5_w23801A2E9-07D0-4543-ACF6-C379ED126984.tif,IXMtest_C23_s5_w1FE0F366B-7DA5-431D-9602-D53CEEAFEE78.tif,IXMtest_C23_s5_w575D6D0FF-00A7-4EA9-8907-B01A23128963.tif,IXMtest_C23_s5_w4E5F6033F-C185-414D-8948-1A3C6F7CFCF5.tif,IXMtest_C23_s5_w39A95EB2E-FAB8-4077-BF13-8F847CCE5BDC.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,5,1.26756E+12,20585/,20585/,20585/,20585/,20585/
636,IXMtest_C23_s6_w2C639A10B-A3DC-4885-88E7-9B6E75968503.tif,IXMtest_C23_s6_w1E8913BD0-300F-461D-BBDD-4240783C060A.tif,IXMtest_C23_s6_w5BA80871B-CFAC-403D-9771-16ED325F4EA6.tif,IXMtest_C23_s6_w42161B0F8-E3A5-426A-8916-317A4A49C79B.tif,IXMtest_C23_s6_w31293BC2C-E282-4092-8589-C2D986683D22.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,6,1.26756E+12,20585/,20585/,20585/,20585/,20585/
637,IXMtest_C23_s7_w272EE9484-7822-4E9E-A72E-C8F402892632.tif,IXMtest_C23_s7_w191957461-A802-45D5-8935-79EE9F25333B.tif,IXMtest_C23_s7_w5FAF0343C-3FB7-42E4-A892-749192F52089.tif,IXMtest_C23_s7_w4312FBF02-2978-4A34-8F2B-79DFD9CE150E.tif,IXMtest_C23_s7_w38F132FC3-6AA3-4A9E-8A7C-A0140F0B1298.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,7,1.26756E+12,20585/,20585/,20585/,20585/,20585/
638,IXMtest_C23_s8_w203CCCFE3-2A24-4912-80B7-904A79D98A90.tif,IXMtest_C23_s8_w1F5755243-0A9F-457E-8715-8C1798F3414E.tif,IXMtest_C23_s8_w5B10BFA4E-9FA1-46AD-85E7-2C904D8B58BF.tif,IXMtest_C23_s8_w40AEA559A-3E05-47E4-9ACF-B4BDE2AA68B8.tif,IXMtest_C23_s8_w376E550C2-A44E-4A30-AA05-F7C60202BA3E.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,8,1.26756E+12,20585/,20585/,20585/,20585/,20585/
639,IXMtest_C23_s9_w2A6E0EE2D-64AF-43D8-90D4-7FD027531D93.tif,IXMtest_C23_s9_w1B7758926-D93F-4C96-8ACD-639AA15F4890.tif,IXMtest_C23_s9_w59F0F2E96-959C-4434-A22E-58C555CEB324.tif,IXMtest_C23_s9_w4000B1B0A-BAAE-4BBE-B8A6-07D36ADCC62D.tif,IXMtest_C23_s9_w3B8482DC1-96C5-4996-8EB1-8BEA86BD8CD0.tif,compound,BRD-A35623999-001-03-2,7.710696161,H-BIOA-002-1,Clc1ccc2NC(=O)CSC(c3ccccc3Cl)c2c1,C23,20585,CGP-37157,Biomol International Inc.,9,1.26756E+12,20585/,20585/,20585/,20585/,20585/
640,IXMtest_C24_s1_w2BA933EEB-ADF1-4FF3-9980-78D2307B2BCE.tif,IXMtest_C24_s1_w1F5D79283-DADA-478E-BA88-D99AA17C0537.tif,IXMtest_C24_s1_w57855A9B3-7329-4AD2-9B4A-CDA0186C5179.tif,IXMtest_C24_s1_w477827E90-58F6-4796-8CF0-752DCC00FAF0.tif,IXMtest_C24_s1_w3294766CB-5CA1-42EC-9DD8-3B0CAA7FBCE7.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,1,1.26756E+12,20585/,20585/,20585/,20585/,20585/
641,IXMtest_C24_s2_w27E62EA09-E9C1-48D3-A243-BCF677184CFD.tif,IXMtest_C24_s2_w1FEA125A0-B57D-43C1-80DF-4B5B69945E31.tif,IXMtest_C24_s2_w5969ED825-0E07-4042-896C-2095FBAD5BC0.tif,IXMtest_C24_s2_w414336422-26D1-4FFD-B5C4-FB5C2286AFD4.tif,IXMtest_C24_s2_w3EC882462-1D52-47FD-9295-7729E61323A3.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,2,1.26756E+12,20585/,20585/,20585/,20585/,20585/
642,IXMtest_C24_s3_w209B94503-0A51-4024-BCF1-507C6CE6F708.tif,IXMtest_C24_s3_w11DC8B020-FE71-4C78-9B5C-DE5959CBD423.tif,IXMtest_C24_s3_w51AD11E57-AD75-4A1E-95D6-25772DF30535.tif,IXMtest_C24_s3_w4D9D8B235-2730-4C8D-B2ED-B0F283A21898.tif,IXMtest_C24_s3_w3FB10BF1B-7182-4291-A1B9-56926531E398.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,3,1.26756E+12,20585/,20585/,20585/,20585/,20585/
643,IXMtest_C24_s4_w279B099D7-03C0-4662-82C6-AED1275E014E.tif,IXMtest_C24_s4_w15B29BEC5-11FE-4ABA-BD0D-6D94D015A6CD.tif,IXMtest_C24_s4_w558017F0B-D920-45F7-A4D5-D55A1A582425.tif,IXMtest_C24_s4_w49950B5BF-6F55-4FBF-94F1-D4B57BEEFE6C.tif,IXMtest_C24_s4_w3FD1E0EE5-C39B-4424-956B-BAE4406A140E.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,4,1.26756E+12,20585/,20585/,20585/,20585/,20585/
644,IXMtest_C24_s5_w2011F483F-C9DD-4679-B2F4-4E16418EC375.tif,IXMtest_C24_s5_w1CC79F484-6458-4CC7-9EAC-A6D65D9D92F9.tif,IXMtest_C24_s5_w551AA6787-ADED-4070-AA06-BC28F391C8EA.tif,IXMtest_C24_s5_w44BEADDB3-2CE9-4BA4-9DDD-103E3E198C89.tif,IXMtest_C24_s5_w378C74CDE-AED2-4B27-B4F9-974235AD3671.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,5,1.26756E+12,20585/,20585/,20585/,20585/,20585/
645,IXMtest_C24_s6_w280D1CE0F-32A8-4819-955C-95554821F135.tif,IXMtest_C24_s6_w140CCF024-38BE-46CB-A469-BFD5B52077C7.tif,IXMtest_C24_s6_w5F977F2B0-3F0F-4047-9097-E7E433FF134C.tif,IXMtest_C24_s6_w4B7D67D60-246A-419C-98E6-4161CA51F9A7.tif,IXMtest_C24_s6_w362D5472C-7359-408B-943C-18523F85D950.tif,compound,BRD-K17674993-001-03-1,2.022142924,H-BIOA-002-1,C[C@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)C)C(=O)COC(=O)C,C24,20585,Diflorasone Diacetate,Prestwick Chemical Inc.,6,1.26756E+12,20585/,20585/,20585/,20585/,20585/
